Time (s),1_pre,,,Time (s),1_post,,,Time (s),2_pre,,,Time (s),2_post,3_post,,,Time (s),3_pre,,,Time (s),4_pre,4_post,,,Time (s),5_pre,5_post,6_pre,,,Time (s),6_post,7_pre,7_post,8_pre,8_post,,,Time (s),9_pre,,,Time (s),9_post,,,Time (s),10_pre,,,Time (s),10_post,,,Time (s),11_pre,,,Time (s),11_post
0,2.5069,,,0,-0.0421,,,0,1.8291,,,0,-0.0478,-0.0723,,,0,1.6991,,,0,2.4831,0.0183,,,0,2.2385,-0.0465,2.8245,,,0,0.004,6.0307,-0.0611,1.2882,0.0392,,,0,0.0553,,,0,-0.0626,,,0,1.7685,,,0,-0.0185,,,0,0.0222,,,0,-0.0989
0.01,2.1419,,,0.01,-0.0299,,,0.01,1.6544,,,0.01,0.0187,0.0184,,,0.01,1.3787,,,0.01,2.0583,0.0094,,,0.01,1.862,-0.0249,2.3457,,,0.01,0.0307,3.8762,-0.1016,0.8775,0.1143,,,0.01,0.4359,,,0.01,-0.1834,,,0.01,1.5194,,,0.01,0.0156,,,0.01,0.0147,,,0.01,-0.0521
0.02,1.9589,,,0.02,-0.0311,,,0.02,1.4306,,,0.02,-0.0455,0.0359,,,0.02,1.1296,,,0.02,1.8234,0.0067,,,0.02,1.5504,-0.0355,2.1159,,,0.02,0.0428,2.9506,-0.1201,0.5983,0.1153,,,0.02,0.2988,,,0.02,-0.1152,,,0.02,1.3721,,,0.02,0.0572,,,0.02,-0.004,,,0.02,-0.0558
0.03,1.809,,,0.03,-0.0361,,,0.03,1.2389,,,0.03,0.0272,0.0146,,,0.03,0.9337,,,0.03,1.6558,-0.0047,,,0.03,1.3321,-0.0067,1.9024,,,0.03,-0.0143,2.1189,-0.0726,0.5767,0.026,,,0.03,0.1225,,,0.03,-0.0225,,,0.03,1.172,,,0.03,0.0263,,,0.03,-0.024,,,0.03,-0.0134
0.04,1.702,,,0.04,-0.0266,,,0.04,1.1081,,,0.04,-0.021,-0.0068,,,0.04,0.8515,,,0.04,1.5206,0.0201,,,0.04,1.2208,-0.0199,1.7238,,,0.04,0.084,1.5828,-0.059,0.5179,-0.0063,,,0.04,0.2223,,,0.04,0.2145,,,0.04,1.1385,,,0.04,-0.0139,,,0.04,0.0079,,,0.04,-0.0806
0.05,1.4704,,,0.05,-0.0535,,,0.05,1.0257,,,0.05,-0.0426,-0.0175,,,0.05,0.7012,,,0.05,1.3212,0.0287,,,0.05,1.0471,-0.0141,1.5354,,,0.05,0.031,1.3759,0.0113,0.5679,-0.0108,,,0.05,-0.0576,,,0.05,-0.1437,,,0.05,1.0161,,,0.05,-0.0202,,,0.05,-0.0321,,,0.05,-0.0388
0.06,1.3519,,,0.06,-0.0066,,,0.06,0.8706,,,0.06,0.0186,-0.0363,,,0.06,0.6633,,,0.06,1.1956,0.0333,,,0.06,0.9024,-0.0257,1.3647,,,0.06,0.0248,1.03,0.0353,0.3539,0.0373,,,0.06,0.4795,,,0.06,-0.0889,,,0.06,0.9506,,,0.06,0.0318,,,0.06,0.007,,,0.06,-0.0105
0.07,1.2446,,,0.07,0.0537,,,0.07,0.8167,,,0.07,0.0167,-0.0334,,,0.07,0.495,,,0.07,1.0629,-0.0157,,,0.07,0.8178,0.05,1.1395,,,0.07,0.0199,0.7808,0.2196,0.4942,0.0852,,,0.07,0.2172,,,0.07,0.0038,,,0.07,0.8236,,,0.07,-0.047,,,0.07,0.0515,,,0.07,-0.0556
0.08,1.151,,,0.08,-0.0356,,,0.08,0.6803,,,0.08,0.0032,-0.0038,,,0.08,0.5366,,,0.08,0.9918,0.0519,,,0.08,0.7195,0.0639,1.0081,,,0.08,-0.0083,0.6446,-0.0228,0.3338,0.0292,,,0.08,-0.1465,,,0.08,-0.105,,,0.08,0.7327,,,0.08,0.0437,,,0.08,-0.0079,,,0.08,-0.0262
0.09,1.0191,,,0.09,0.0146,,,0.09,0.623,,,0.09,-0.0439,-0.0481,,,0.09,0.367,,,0.09,0.8888,0.0192,,,0.09,0.6306,0.0498,0.8738,,,0.09,0.0128,0.4502,0.0049,0.4021,0.0788,,,0.09,-0.1809,,,0.09,0.0292,,,0.09,0.6488,,,0.09,-0.015,,,0.09,0.015,,,0.09,0.0002
0.1,0.9117,,,0.1,-0.0206,,,0.1,0.5004,,,0.1,0.0185,-0.0211,,,0.1,0.3363,,,0.1,0.7228,0.0295,,,0.1,0.5023,0.028,0.7253,,,0.1,0.0064,0.2299,0.0454,0.3818,0.0769,,,0.1,0.414,,,0.1,-0.1667,,,0.1,0.6201,,,0.1,0.0088,,,0.1,-0.0044,,,0.1,0.0264
0.11,0.8313,,,0.11,-0.0047,,,0.11,0.4406,,,0.11,-0.026,-0.0644,,,0.11,0.2454,,,0.11,0.6547,0.0047,,,0.11,0.4342,0.1041,0.5463,,,0.11,-0.0111,0.0531,-0.0165,0.3372,-0.0167,,,0.11,0.0681,,,0.11,-0.1317,,,0.11,0.4823,,,0.11,-0.0105,,,0.11,0.0039,,,0.11,0.0595
0.12,0.6319,,,0.12,-0.0111,,,0.12,0.377,,,0.12,-0.0542,-0.0436,,,0.12,0.2534,,,0.12,0.5372,0.0433,,,0.12,0.3713,0.0787,0.4449,,,0.12,-0.0017,-0.1479,0.0142,0.1405,0.0589,,,0.12,0.2292,,,0.12,-0.0805,,,0.12,0.4938,,,0.12,0.1082,,,0.12,-0.034,,,0.12,0.0199
0.13,0.6456,,,0.13,-0.0285,,,0.13,0.3648,,,0.13,-0.048,0.0025,,,0.13,0.1635,,,0.13,0.4289,0.0295,,,0.13,0.3283,0.0847,0.3196,,,0.13,-0.0023,-0.1197,0.009,0.2456,0.1361,,,0.13,0.3002,,,0.13,0.131,,,0.13,0.371,,,0.13,0.0184,,,0.13,0.0401,,,0.13,0.0072
0.14,0.5043,,,0.14,0.0118,,,0.14,0.2324,,,0.14,0.0092,-0.0781,,,0.14,0.1102,,,0.14,0.3335,-0.0014,,,0.14,0.2434,0.1454,0.1681,,,0.14,0.0587,-0.1163,-0.0538,0.106,-0.0236,,,0.14,-0.0726,,,0.14,0.2727,,,0.14,0.3775,,,0.14,0.1168,,,0.14,0.0024,,,0.14,0.003
0.15,0.436,,,0.15,-0.0057,,,0.15,0.177,,,0.15,-0.0203,-0.0507,,,0.15,0.1108,,,0.15,0.2795,-0.0237,,,0.15,0.1726,0.1225,0.1023,,,0.15,0.039,-0.2259,-0.0483,0.1297,-0.0815,,,0.15,-0.0692,,,0.15,0.3859,,,0.15,0.2966,,,0.15,0.0661,,,0.15,-0.0378,,,0.15,0.0299
0.16,0.3794,,,0.16,-0.0241,,,0.16,0.1565,,,0.16,0.041,-0.0216,,,0.16,0.006,,,0.16,0.252,-0.0153,,,0.16,0.1857,0.1476,0.0093,,,0.16,-0.0014,-0.3234,0.0751,0.1458,0.1316,,,0.16,0.0273,,,0.16,0.0191,,,0.16,0.2126,,,0.16,0.097,,,0.16,0.0438,,,0.16,0.0241
0.17,0.2557,,,0.17,-0.0285,,,0.17,0.06,,,0.17,0.0555,-0.0375,,,0.17,-0.0442,,,0.17,0.1719,0.0128,,,0.17,0.1586,0.1393,-0.0981,,,0.17,0.0227,-0.2853,0.1031,0.13,0.154,,,0.17,-0.1086,,,0.17,0.1854,,,0.17,0.1955,,,0.17,0.1537,,,0.17,0.0064,,,0.17,0.0491
0.18,0.203,,,0.18,0.0356,,,0.18,0.0005,,,0.18,0.0296,-0.0475,,,0.18,-0.0863,,,0.18,0.1398,-0.0205,,,0.18,0.1167,0.0643,-0.2122,,,0.18,0.0025,-0.2954,0.0285,-0.0073,0.02,,,0.18,-0.1971,,,0.18,-0.082,,,0.18,0.0818,,,0.18,-0.0193,,,0.18,0.021,,,0.18,-0.0032
0.19,0.1096,,,0.19,-0.0185,,,0.19,0.0374,,,0.19,-0.0035,-0.0605,,,0.19,-0.11,,,0.19,0.0132,-0.0331,,,0.19,0.0757,0.1238,-0.31,,,0.19,0.0222,-0.5306,-0.0089,0.0972,0.013,,,0.19,-0.0947,,,0.19,0.0193,,,0.19,0.0694,,,0.19,-0.0287,,,0.19,0.0348,,,0.19,0.0132
0.2,0.079,,,0.2,0.0017,,,0.2,-0.0572,,,0.2,0.0373,-0.0659,,,0.2,-0.0746,,,0.2,-0.0357,-0.0204,,,0.2,0.0585,0.1173,-0.405,,,0.2,0.027,-0.4042,-0.0691,0.0527,0.0748,,,0.2,-0.0208,,,0.2,0.2566,,,0.2,0.0113,,,0.2,-0.0204,,,0.2,0.0229,,,0.2,-0.0396
0.21,-0.0106,,,0.21,-0.0487,,,0.21,-0.075,,,0.21,0.0209,-0.0796,,,0.21,-0.1464,,,0.21,-0.0748,-0.0289,,,0.21,-0.0034,0.1642,-0.4776,,,0.21,-0.0292,-0.4662,0.115,-0.0191,0.0838,,,0.21,-0.189,,,0.21,0.0865,,,0.21,-0.0201,,,0.21,0.0103,,,0.21,-0.0107,,,0.21,-0.0673
0.22,-0.088,,,0.22,0.0165,,,0.22,-0.1588,,,0.22,0.0544,-0.101,,,0.22,-0.1622,,,0.22,-0.1171,-0.0093,,,0.22,0.006,0.1551,-0.4638,,,0.22,-0.012,-0.4839,-0.1189,-0.0291,-0.0608,,,0.22,-0.1376,,,0.22,0.1502,,,0.22,-0.0676,,,0.22,-0.021,,,0.22,-0.0104,,,0.22,-0.0304
0.23,-0.1466,,,0.23,0.1153,,,0.23,-0.1062,,,0.23,0.0406,-0.0694,,,0.23,-0.2019,,,0.23,-0.1338,0.008,,,0.23,-0.0569,0.135,-0.4762,,,0.23,0.0168,-0.4578,-0.0062,-0.0639,-0.0104,,,0.23,-0.1195,,,0.23,0.068,,,0.23,-0.0391,,,0.23,-0.0261,,,0.23,0.0339,,,0.23,-0.0157
0.24,-0.1779,,,0.24,0.0985,,,0.24,-0.1871,,,0.24,0.0185,-0.0607,,,0.24,-0.2156,,,0.24,-0.1802,0.0145,,,0.24,-0.1349,0.1395,-0.4307,,,0.24,-0.0203,-0.6348,0.0977,-0.0691,-0.1362,,,0.24,-0.0503,,,0.24,0.1306,,,0.24,-0.1017,,,0.24,-0.0929,,,0.24,-0.0161,,,0.24,-0.0743
0.25,-0.1599,,,0.25,0.0551,,,0.25,-0.2252,,,0.25,-0.0385,-0.0768,,,0.25,-0.2338,,,0.25,-0.2548,0.0025,,,0.25,-0.0921,0.1336,-0.3649,,,0.25,-0.0455,-0.5625,0.1147,0.0547,0.0455,,,0.25,0.1524,,,0.25,-0.0449,,,0.25,-0.1347,,,0.25,-0.019,,,0.25,-0.1022,,,0.25,-0.0131
0.26,-0.2657,,,0.26,0.0758,,,0.26,-0.2305,,,0.26,0.0437,-0.0802,,,0.26,-0.2746,,,0.26,-0.297,0.0036,,,0.26,-0.1781,0.1216,-0.3249,,,0.26,0.0056,-0.5361,0.0702,-0.1951,-0.0333,,,0.26,-0.0578,,,0.26,-0.1777,,,0.26,-0.167,,,0.26,0.0015,,,0.26,-0.0789,,,0.26,0.0877
0.27,-0.2536,,,0.27,0.0776,,,0.27,-0.276,,,0.27,0.0194,-0.0827,,,0.27,-0.2488,,,0.27,-0.2933,-0.029,,,0.27,-0.2484,0.0671,-0.326,,,0.27,0.0223,-0.6143,0.0882,-0.1007,-0.0791,,,0.27,0.0824,,,0.27,-0.2778,,,0.27,-0.2524,,,0.27,-0.0426,,,0.27,-0.0521,,,0.27,0.0411
0.28,-0.2489,,,0.28,0.0346,,,0.28,-0.2583,,,0.28,0.0111,-0.0017,,,0.28,-0.2795,,,0.28,-0.2907,0.0056,,,0.28,-0.299,0.1482,-0.3442,,,0.28,-0.0106,-0.4883,-0.1066,-0.1193,-0.0493,,,0.28,0.0706,,,0.28,-0.127,,,0.28,-0.2113,,,0.28,-0.0056,,,0.28,-0.0147,,,0.28,0.0477
0.29,-0.31,,,0.29,0.0125,,,0.29,-0.3159,,,0.29,0.0203,-0.0366,,,0.29,-0.3442,,,0.29,-0.3097,-0.0226,,,0.29,-0.29,0.1368,-0.3685,,,0.29,0.0183,-0.6492,-0.0019,0.0445,0.0175,,,0.29,0.0727,,,0.29,-0.2957,,,0.29,-0.329,,,0.29,-0.0406,,,0.29,-0.0025,,,0.29,0.0038
0.3,-0.4089,,,0.3,0.1374,,,0.3,-0.3723,,,0.3,0.0181,-0.041,,,0.3,-0.2492,,,0.3,-0.3282,0.0027,,,0.3,-0.3313,0.0762,-0.3165,,,0.3,0.0163,-0.802,0.0734,-0.0851,-0.0378,,,0.3,-0.0107,,,0.3,0.1008,,,0.3,-0.3136,,,0.3,-0.0983,,,0.3,-0.0222,,,0.3,0.0203
0.31,-0.4504,,,0.31,0.1124,,,0.31,-0.373,,,0.31,0.0504,-0.0502,,,0.31,-0.293,,,0.31,-0.3546,-0.0129,,,0.31,-0.3291,0.0736,-0.3559,,,0.31,-0.0296,-0.7529,-0.1275,-0.0101,0.0968,,,0.31,0.0341,,,0.31,0.0381,,,0.31,-0.405,,,0.31,-0.0915,,,0.31,0.021,,,0.31,0.132
0.32,-0.4783,,,0.32,0.0929,,,0.32,-0.3685,,,0.32,0.0535,-0.0544,,,0.32,-0.2944,,,0.32,-0.3401,-0.0567,,,0.32,-0.3487,0.0093,-0.3872,,,0.32,0.0404,-0.537,-0.0687,0.0708,-0.0012,,,0.32,0.0958,,,0.32,0.0834,,,0.32,-0.3785,,,0.32,-0.1499,,,0.32,0.0209,,,0.32,0.0393
0.33,-0.3907,,,0.33,0.0849,,,0.33,-0.3318,,,0.33,-0.0308,-0.0224,,,0.33,-0.2468,,,0.33,-0.3975,0.0193,,,0.33,-0.3146,0.0102,-0.3876,,,0.33,0.0107,-0.6415,-0.1483,-0.047,-0.0103,,,0.33,-0.0574,,,0.33,-0.1586,,,0.33,-0.3959,,,0.33,-0.118,,,0.33,0.0003,,,0.33,0.0394
0.34,-0.3987,,,0.34,0.0368,,,0.34,-0.3586,,,0.34,0.0072,0.097,,,0.34,-0.2547,,,0.34,-0.4183,-0.0127,,,0.34,-0.351,0.046,-0.4286,,,0.34,0.0033,-0.7291,0.0465,-0.1637,0.0538,,,0.34,0.163,,,0.34,0.1301,,,0.34,-0.4772,,,0.34,-0.1478,,,0.34,0.0026,,,0.34,0.0956
0.35,-0.5214,,,0.35,0.0474,,,0.35,-0.3424,,,0.35,0.0346,0.0337,,,0.35,-0.242,,,0.35,-0.431,-0.0134,,,0.35,-0.4268,0.0031,-0.457,,,0.35,0.0188,-0.6777,-0.0477,-0.1879,0.1938,,,0.35,0.1744,,,0.35,0.0243,,,0.35,-0.4886,,,0.35,-0.1473,,,0.35,0.0262,,,0.35,0.0396
0.36,-0.5338,,,0.36,0.0411,,,0.36,-0.3204,,,0.36,-0.0494,0.0674,,,0.36,-0.1993,,,0.36,-0.4898,-0.0028,,,0.36,-0.4234,-0.0157,-0.502,,,0.36,0.0382,-0.6105,-0.013,-0.0121,0.0178,,,0.36,0.0418,,,0.36,-0.1708,,,0.36,-0.5668,,,0.36,-0.1392,,,0.36,0.0143,,,0.36,0.0901
0.37,-0.4833,,,0.37,0.0124,,,0.37,-0.3163,,,0.37,0.0128,0.0919,,,0.37,-0.1875,,,0.37,-0.4706,-0.0379,,,0.37,-0.4692,-0.1096,-0.5779,,,0.37,-0.0027,-0.6384,0.1498,-0.029,0.0285,,,0.37,0.0245,,,0.37,0.1919,,,0.37,-0.5237,,,0.37,-0.1146,,,0.37,0.0516,,,0.37,-0.0015
0.38,-0.6073,,,0.38,0.0077,,,0.38,-0.2979,,,0.38,0.026,0.1449,,,0.38,-0.2195,,,0.38,-0.5157,-0.0122,,,0.38,-0.4019,-0.0796,-0.5749,,,0.38,-0.0427,-0.5381,0.0293,-0.1028,0.1271,,,0.38,-0.2195,,,0.38,-0.077,,,0.38,-0.544,,,0.38,-0.1228,,,0.38,0.0631,,,0.38,0.0709
0.39,-0.532,,,0.39,0.0002,,,0.39,-0.3919,,,0.39,0.0213,0.1126,,,0.39,-0.1939,,,0.39,-0.5092,0.0066,,,0.39,-0.4885,-0.078,-0.617,,,0.39,-0.0162,-0.6897,0.0544,-0.1249,-0.0032,,,0.39,-0.0433,,,0.39,0.0799,,,0.39,-0.5123,,,0.39,-0.2245,,,0.39,0.0237,,,0.39,0.0203
0.4,-0.6122,,,0.4,0.0549,,,0.4,-0.3907,,,0.4,0.0226,-0.0053,,,0.4,-0.2569,,,0.4,-0.5143,-0.0234,,,0.4,-0.5064,-0.0922,-0.6471,,,0.4,-0.0066,-0.683,0.0754,-0.1669,0.0706,,,0.4,-0.1731,,,0.4,0.0884,,,0.4,-0.4942,,,0.4,-0.078,,,0.4,0.0505,,,0.4,-0.0184
0.41,-0.4459,,,0.41,0.0603,,,0.41,-0.3935,,,0.41,0.0442,-0.0176,,,0.41,-0.3135,,,0.41,-0.5151,-0.0051,,,0.41,-0.5209,-0.0633,-0.6431,,,0.41,-0.0331,-0.5323,-0.1265,-0.1438,-0.1279,,,0.41,0.1768,,,0.41,0.0113,,,0.41,-0.495,,,0.41,-0.1072,,,0.41,-0.0558,,,0.41,-0.0326
0.42,-0.5635,,,0.42,0.064,,,0.42,-0.3554,,,0.42,0.0116,-0.0404,,,0.42,-0.3305,,,0.42,-0.4851,0.0396,,,0.42,-0.5697,-0.0323,-0.6952,,,0.42,0.0147,-0.5089,-0.1412,-0.1682,0.0767,,,0.42,-0.0898,,,0.42,-0.1665,,,0.42,-0.473,,,0.42,-0.1607,,,0.42,-0.0925,,,0.42,-0.0472
0.43,-0.5959,,,0.43,0.0431,,,0.43,-0.3429,,,0.43,0.0342,0.0112,,,0.43,-0.2842,,,0.43,-0.5289,0.0219,,,0.43,-0.5392,0.0507,-0.7258,,,0.43,-0.0006,-0.6266,0.0657,-0.0648,-0.0958,,,0.43,0.0923,,,0.43,-0.3749,,,0.43,-0.4456,,,0.43,-0.1012,,,0.43,-0.0051,,,0.43,-0.0314
0.44,-0.6064,,,0.44,0.0358,,,0.44,-0.3619,,,0.44,0.0301,-0.0651,,,0.44,-0.2945,,,0.44,-0.5499,-0.0079,,,0.44,-0.5302,-0.0389,-0.7107,,,0.44,-0.0109,-0.6572,0.0011,-0.2373,0.0347,,,0.44,-0.2311,,,0.44,0.2905,,,0.44,-0.4255,,,0.44,-0.0441,,,0.44,-0.0305,,,0.44,-0.0184
0.45,-0.5824,,,0.45,0.0228,,,0.45,-0.3199,,,0.45,0.0402,-0.0103,,,0.45,-0.2909,,,0.45,-0.5489,0.0261,,,0.45,-0.5771,-0.0135,-0.7433,,,0.45,0.0183,-0.5666,0.0091,-0.0818,0.1461,,,0.45,-0.009,,,0.45,0.0223,,,0.45,-0.4881,,,0.45,-0.1149,,,0.45,-0.0476,,,0.45,0.0106
0.46,-0.5652,,,0.46,-0.0374,,,0.46,-0.3481,,,0.46,0.0515,-0.0437,,,0.46,-0.2676,,,0.46,-0.5282,0.0435,,,0.46,-0.5235,0.0139,-0.7465,,,0.46,-0.0114,-0.4947,0.1121,-0.1362,0.2547,,,0.46,0.0127,,,0.46,0.0684,,,0.46,-0.4599,,,0.46,-0.0306,,,0.46,-0.0404,,,0.46,0.0671
0.47,-0.5684,,,0.47,0.0535,,,0.47,-0.3381,,,0.47,-0.0304,-0.0385,,,0.47,-0.2857,,,0.47,-0.5413,-0.0155,,,0.47,-0.5548,0.104,-0.8016,,,0.47,0.0179,-0.5105,0.0967,-0.2467,0.0208,,,0.47,-0.466,,,0.47,0.1026,,,0.47,-0.4341,,,0.47,0.0296,,,0.47,-0.0298,,,0.47,0.019
0.48,-0.6137,,,0.48,-0.0348,,,0.48,-0.3328,,,0.48,0.0049,0.0006,,,0.48,-0.3004,,,0.48,-0.5273,0.0265,,,0.48,-0.5134,0.0113,-0.817,,,0.48,0.0184,-0.3922,-0.0473,-0.0968,-0.0161,,,0.48,-0.2413,,,0.48,0.1905,,,0.48,-0.5276,,,0.48,0.0764,,,0.48,0.0139,,,0.48,0.0252
0.49,-0.556,,,0.49,-0.0421,,,0.49,-0.4122,,,0.49,0.0455,-0.0218,,,0.49,-0.2805,,,0.49,-0.5266,0.0228,,,0.49,-0.538,0.0062,-0.757,,,0.49,0.0148,-0.5698,-0.1205,-0.2676,0.0848,,,0.49,-0.1117,,,0.49,0.1255,,,0.49,-0.5259,,,0.49,0.0819,,,0.49,-0.1005,,,0.49,0.0435
0.5,-0.5301,,,0.5,0.045,,,0.5,-0.3628,,,0.5,0.0077,0.0175,,,0.5,-0.3115,,,0.5,-0.5466,0.006,,,0.5,-0.5748,-0.0213,-0.6607,,,0.5,-0.0004,-0.3666,0.2103,-0.1783,-0.0391,,,0.5,0.0081,,,0.5,0.1546,,,0.5,-0.5068,,,0.5,0.1551,,,0.5,-0.0043,,,0.5,0.0307
0.51,-0.5919,,,0.51,-0.0363,,,0.51,-0.3405,,,0.51,-0.0073,0.0106,,,0.51,-0.3906,,,0.51,-0.54,-0.003,,,0.51,-0.5964,-0.0954,-0.5912,,,0.51,-0.0042,-0.4684,-0.1165,-0.2155,0.0077,,,0.51,-0.269,,,0.51,-0.3978,,,0.51,-0.4877,,,0.51,0.1512,,,0.51,-0.0045,,,0.51,0.045
0.52,-0.6054,,,0.52,-0.0463,,,0.52,-0.3727,,,0.52,-0.0777,0.0637,,,0.52,-0.3903,,,0.52,-0.5125,0.0416,,,0.52,-0.598,-0.1068,-0.4953,,,0.52,-0.0168,-0.4006,0.0479,-0.3286,0.003,,,0.52,-0.0412,,,0.52,0.0027,,,0.52,-0.4851,,,0.52,0.1011,,,0.52,0.0192,,,0.52,0.081
0.53,-0.5802,,,0.53,-0.0345,,,0.53,-0.3543,,,0.53,0.0085,0.017,,,0.53,-0.3057,,,0.53,-0.5179,-0.0015,,,0.53,-0.5145,-0.0756,-0.4636,,,0.53,-0.0038,-0.4891,0.0439,-0.2762,0.1208,,,0.53,-0.0531,,,0.53,-0.2387,,,0.53,-0.4243,,,0.53,0.2173,,,0.53,0.0104,,,0.53,0.056
0.54,-0.5862,,,0.54,-0.0998,,,0.54,-0.3885,,,0.54,-0.0277,0.0064,,,0.54,-0.3004,,,0.54,-0.4941,0.0012,,,0.54,-0.5172,-0.078,-0.4061,,,0.54,0.027,-0.4797,-0.0528,-0.1244,0.1006,,,0.54,-0.0415,,,0.54,-0.2364,,,0.54,-0.4478,,,0.54,0.1479,,,0.54,0.0177,,,0.54,0.0429
0.55,-0.567,,,0.55,0.0048,,,0.55,-0.3298,,,0.55,-0.0221,0.0912,,,0.55,-0.2737,,,0.55,-0.4955,0.0287,,,0.55,-0.4471,-0.1303,-0.3474,,,0.55,0.0198,-0.5676,0.0254,-0.2627,0.0774,,,0.55,-0.2129,,,0.55,0.0887,,,0.55,-0.4071,,,0.55,0.1551,,,0.55,0.0206,,,0.55,0.0572
0.56,-0.5821,,,0.56,0.034,,,0.56,-0.2952,,,0.56,-0.0001,0.0835,,,0.56,-0.2372,,,0.56,-0.5231,0.0353,,,0.56,-0.3948,-0.1057,-0.3236,,,0.56,0.0329,-0.3852,0.0298,-0.2505,0.1804,,,0.56,-0.1058,,,0.56,-0.1621,,,0.56,-0.3899,,,0.56,0.1478,,,0.56,0.0438,,,0.56,-0.038
0.57,-0.5926,,,0.57,0.0255,,,0.57,-0.2799,,,0.57,-0.0129,0.0982,,,0.57,-0.2475,,,0.57,-0.4984,0.0053,,,0.57,-0.3969,-0.1678,-0.2892,,,0.57,0.0264,-0.4686,0.0726,-0.3378,0.1957,,,0.57,-0.2052,,,0.57,0.0869,,,0.57,-0.3587,,,0.57,0.1282,,,0.57,-0.0059,,,0.57,-0.0343
0.58,-0.5659,,,0.58,-0.0384,,,0.58,-0.3574,,,0.58,-0.0256,-0.0247,,,0.58,-0.3024,,,0.58,-0.4464,-0.0032,,,0.58,-0.3778,-0.122,-0.2885,,,0.58,0.0189,-0.2381,-0.0815,-0.2436,0.0445,,,0.58,-0.2025,,,0.58,0.075,,,0.58,-0.2956,,,0.58,0.1135,,,0.58,-0.0353,,,0.58,0.0018
0.59,-0.4983,,,0.59,-0.0433,,,0.59,-0.2833,,,0.59,-0.07,0.0679,,,0.59,-0.1833,,,0.59,-0.465,-0.0411,,,0.59,-0.3778,-0.1765,-0.2652,,,0.59,0.0501,-0.3877,0.0351,-0.2349,-0.0319,,,0.59,0.2599,,,0.59,-0.0549,,,0.59,-0.386,,,0.59,0.1369,,,0.59,0.0377,,,0.59,-0.006
0.6,-0.5007,,,0.6,-0.0272,,,0.6,-0.3336,,,0.6,-0.0361,0.0239,,,0.6,-0.2238,,,0.6,-0.4825,-0.0382,,,0.6,-0.3608,-0.2216,-0.2213,,,0.6,0.0435,-0.3362,0.0324,-0.1204,-0.0249,,,0.6,-0.0953,,,0.6,0.1105,,,0.6,-0.2768,,,0.6,0.0274,,,0.6,-0.016,,,0.6,-0.0081
0.61,-0.5546,,,0.61,-0.0536,,,0.61,-0.2792,,,0.61,-0.0064,-0.0138,,,0.61,-0.2086,,,0.61,-0.4443,0.0176,,,0.61,-0.3418,-0.2242,-0.2612,,,0.61,-0.0196,-0.3705,-0.1488,-0.277,0.2125,,,0.61,-0.1361,,,0.61,0.1742,,,0.61,-0.2288,,,0.61,0.081,,,0.61,-0.0605,,,0.61,-0.0918
0.62,-0.5636,,,0.62,-0.0058,,,0.62,-0.4006,,,0.62,-0.0076,0.0336,,,0.62,-0.2021,,,0.62,-0.4512,-0.0313,,,0.62,-0.2757,-0.3207,-0.2364,,,0.62,-0.0056,-0.4414,-0.0194,-0.2624,0.0982,,,0.62,-0.089,,,0.62,-0.0917,,,0.62,-0.2168,,,0.62,0.0686,,,0.62,-0.0376,,,0.62,-0.1107
0.63,-0.5216,,,0.63,-0.0355,,,0.63,-0.3156,,,0.63,-0.0274,0.0569,,,0.63,-0.1733,,,0.63,-0.4383,-0.0349,,,0.63,-0.278,-0.3261,-0.2858,,,0.63,0.0029,-0.3129,-0.0566,-0.206,0.0604,,,0.63,-0.2405,,,0.63,0.1918,,,0.63,-0.2149,,,0.63,0.0581,,,0.63,-0.0336,,,0.63,0.003
0.64,-0.4889,,,0.64,-0.1196,,,0.64,-0.3076,,,0.64,0.0216,-0.0399,,,0.64,-0.1911,,,0.64,-0.4316,0.0046,,,0.64,-0.2128,-0.3599,-0.2512,,,0.64,0.0189,-0.1028,-0.0526,-0.3388,0.1005,,,0.64,0.1001,,,0.64,0.0617,,,0.64,-0.2198,,,0.64,0.1329,,,0.64,-0.0906,,,0.64,-0.0512
0.65,-0.4779,,,0.65,-0.0473,,,0.65,-0.313,,,0.65,-0.0474,0.0372,,,0.65,-0.1681,,,0.65,-0.4065,-0.0128,,,0.65,-0.2022,-0.3963,-0.2537,,,0.65,0.0422,-0.2066,0.0606,-0.2675,-0.0031,,,0.65,-0.0045,,,0.65,-0.0004,,,0.65,-0.2738,,,0.65,0.0727,,,0.65,-0.0391,,,0.65,-0.0958
0.66,-0.5668,,,0.66,-0.0693,,,0.66,-0.2887,,,0.66,0.0436,0.0337,,,0.66,-0.1292,,,0.66,-0.4151,0.0049,,,0.66,-0.256,-0.2911,-0.282,,,0.66,0.0158,-0.3662,0.0119,-0.398,0.1273,,,0.66,-0.0951,,,0.66,-0.1256,,,0.66,-0.2331,,,0.66,0.1178,,,0.66,-0.0325,,,0.66,-0.0456
0.67,-0.5538,,,0.67,-0.0864,,,0.67,-0.2939,,,0.67,0.0545,0.058,,,0.67,-0.1695,,,0.67,-0.3817,0.0015,,,0.67,-0.2044,-0.2017,-0.2505,,,0.67,0.0287,-0.3017,0.0508,-0.1512,0.0109,,,0.67,-0.1169,,,0.67,-0.0248,,,0.67,-0.167,,,0.67,0.0924,,,0.67,-0.0248,,,0.67,0.0511
